ID_key,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Digimon AdventurePSP,Digimon Adventure,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
Backyard Baseball '10Wii,Backyard Baseball '10,Wii,2009.0,Sports,Atari,0.09,0.0,0.0,0.01,0.1
Scribblenauts Unmasked: A DC Comics AdventureWiiU,Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1
The Ant BullyPS2,The Ant Bully,PS2,2006.0,Platform,Midway Games,0.05,0.04,0.0,0.01,0.1
Conflict: Global TerrorXB,Conflict: Global Terror,XB,2005.0,Shooter,SCi,0.08,0.02,0.0,0.0,0.1
Minority Report: Everybody RunsGC,Minority Report: Everybody Runs,GC,2002.0,Action,Activision,0.08,0.02,0.0,0.0,0.1
Monster Rancher EVOPS2,Monster Rancher EVO,PS2,2005.0,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01,0.1
Football Director DSDS,Football Director DS,DS,2008.0,Sports,Pinnacle,0.0,0.1,0.0,0.0,0.1
Project Hacker: KakuseiDS,Project Hacker: Kakusei,DS,2006.0,Action,Nintendo,0.0,0.0,0.1,0.0,0.1
SimAnimals AfricaDS,SimAnimals Africa,DS,2009.0,Simulation,Electronic Arts,0.08,0.02,0.0,0.01,0.1
Karaoke RevolutionPS3,Karaoke Revolution,PS3,2009.0,Misc,Konami Digital Entertainment,0.07,0.02,0.0,0.01,0.1
TerrariaPSV,Terraria,PSV,2013.0,Action,Screenlife,0.0,0.01,0.09,0.0,0.1
Guitar Hero: Van HalenPS2,Guitar Hero: Van Halen,PS2,2009.0,Misc,Activision,0.05,0.04,0.0,0.01,0.1
The Whispered WorldPC,The Whispered World,PC,2009.0,Adventure,Deep Silver,0.0,0.08,0.0,0.02,0.1
Olympic Summer Games: Atlanta 1996PS,Olympic Summer Games: Atlanta 1996,PS,1996.0,Sports,U.S. Gold,0.06,0.04,0.0,0.01,0.1
Disney's The Haunted MansionGC,Disney's The Haunted Mansion,GC,2003.0,Platform,Take-Two Interactive,0.08,0.02,0.0,0.0,0.1
Tatsunoko vs. Capcom: Cross Generation of HeroesWii,Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,2008.0,Fighting,Capcom,0.0,0.0,0.1,0.0,0.1
Alvin and the Chipmunks: ChipwreckedX360,Alvin and the Chipmunks: Chipwrecked,X360,2011.0,Misc,505 Games,0.09,0.01,0.0,0.01,0.1
Water SportsWii,Water Sports,Wii,2009.0,Action,Avanquest,0.05,0.04,0.0,0.01,0.1
Agatha Christie: The ABC MurdersDS,Agatha Christie: The ABC Murders,DS,2009.0,Adventure,JoWood Productions,0.08,0.01,0.0,0.01,0.1
KORG DS-10 Synthesizer PlusDS,KORG DS-10 Synthesizer Plus,DS,2009.0,Misc,AQ Interactive,0.07,0.0,0.02,0.01,0.1
Darius GaidenSAT,Darius Gaiden,SAT,1995.0,Shooter,Acclaim Entertainment,0.0,0.0,0.1,0.0,0.1
Help Wanted: 50 Wacky JobsWii,Help Wanted: 50 Wacky Jobs,Wii,2008.0,Simulation,Hudson Soft,0.06,0.03,0.0,0.01,0.1
All Kamen Rider: Rider Generation 2DS,All Kamen Rider: Rider Generation 2,DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
Beach Spikers: Virtua Beach VolleyballGC,Beach Spikers: Virtua Beach Volleyball,GC,2002.0,Sports,Sega,0.08,0.02,0.0,0.0,0.1
DragladeDS,Draglade,DS,2007.0,Fighting,505 Games,0.09,0.0,0.0,0.01,0.1
Scribblenauts Unmasked: A DC Comics Adventure3DS,Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1
Fallout 3 Game Add-On Pack: The Pitt and Operation: AnchorageX360,Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,2009.0,Role-Playing,Bethesda Softworks,0.09,0.0,0.0,0.01,0.1
You Don't Know Jack: Mock 2PS,You Don't Know Jack: Mock 2,PS,2000.0,Misc,Vivendi Games,0.06,0.04,0.0,0.01,0.1
3D Tank Warfare Simulator Panzer FrontPS,3D Tank Warfare Simulator Panzer Front,PS,1999.0,Simulation,Avalon Interactive,0.06,0.04,0.0,0.01,0.1
Jade Cocoon 2PS2,Jade Cocoon 2,PS2,2001.0,Role-Playing,Ubisoft,0.05,0.04,0.0,0.01,0.1
Lord of ApocalypsePSV,Lord of Apocalypse,PSV,2011.0,Role-Playing,Square Enix,0.0,0.0,0.1,0.0,0.1
Igor: The GameWii,Igor: The Game,Wii,2008.0,Adventure,CDV Software Entertainment,0.09,0.0,0.0,0.01,0.1
Kabushiki Baibai Trainer: Kabutore!DS,Kabushiki Baibai Trainer: Kabutore!,DS,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
Dancing on IceWii,Dancing on Ice,Wii,2010.0,Sports,Ghostlight,0.0,0.09,0.0,0.01,0.1
Mana Khemia: Student AlliancePSP,Mana Khemia: Student Alliance,PSP,2008.0,Role-Playing,Nippon Ichi Software,0.06,0.0,0.03,0.01,0.1
The Destiny of ZorroWii,The Destiny of Zorro,Wii,2009.0,Action,505 Games,0.09,0.0,0.0,0.01,0.1
Sword & SorcerySAT,Sword & Sorcery,SAT,1996.0,Role-Playing,Micro Cabin,0.0,0.0,0.1,0.0,0.1
Van HelsingGBA,Van Helsing,GBA,2004.0,Action,Activision,0.07,0.03,0.0,0.0,0.1
Bee Movie GamePS2,Bee Movie Game,PS2,2007.0,Action,Activision,0.05,0.04,0.0,0.01,0.1
Resident Evil: Revelations 2PSV,Resident Evil: Revelations 2,PSV,2015.0,Action,Capcom,0.0,0.03,0.07,0.01,0.1
Record of Agarest War ZeroX360,Record of Agarest War Zero,X360,2010.0,Strategy,Compile Heart,0.09,0.0,0.0,0.01,0.1
HOPDS,HOP,DS,2011.0,Platform,505 Games,0.08,0.01,0.0,0.01,0.1
USA Today Puzzle CrazeDS,USA Today Puzzle Craze,DS,2009.0,Puzzle,Destineer,0.09,0.0,0.0,0.01,0.1
Machi-Ing Maker 3 x TousouchuuPSP,Machi-Ing Maker 3 x Tousouchuu,PSP,2010.0,Simulation,D3Publisher,0.0,0.0,0.1,0.0,0.1
Truth or LiesWii,Truth or Lies,Wii,2010.0,Misc,THQ,0.04,0.05,0.0,0.01,0.1
Kelly Slater's Pro SurferXB,Kelly Slater's Pro Surfer,XB,2002.0,Sports,Activision,0.08,0.02,0.0,0.0,0.1
My Healthy Cooking CoachDS,My Healthy Cooking Coach,DS,,Simulation,Unknown,0.09,0.0,0.0,0.01,0.1
SNK vs. Capcom: SVC ChaosXB,SNK vs. Capcom: SVC Chaos,XB,2004.0,Fighting,Ignition Entertainment,0.08,0.02,0.0,0.0,0.1
NFL TourX360,NFL Tour,X360,2008.0,Sports,Electronic Arts,0.09,0.0,0.0,0.01,0.1
Master of the Monster LairDS,Master of the Monster Lair,DS,2007.0,Role-Playing,Rising Star Games,0.09,0.0,0.0,0.01,0.1
Harry Potter and the Deathly Hallows - Part 1PC,Harry Potter and the Deathly Hallows - Part 1,PC,2010.0,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.1
Sudoku ManiaDS,Sudoku Mania,DS,2006.0,Puzzle,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.1
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.PS2,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005.0,Platform,Global Star,0.05,0.04,0.0,0.01,0.1
Choujikuu Yousai Macross: Ai Oboete Imasu kaSAT,Choujikuu Yousai Macross: Ai Oboete Imasu ka,SAT,1997.0,Shooter,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
Resident Evil: Revelations 2XOne,Resident Evil: Revelations 2,XOne,2015.0,Action,Capcom,0.07,0.02,0.0,0.01,0.1
Thief (2014)PC,Thief (2014),PC,2014.0,Action,Square Enix,0.0,0.09,0.0,0.01,0.1
Vanishing PointPS,Vanishing Point,PS,2001.0,Racing,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.1
DragonseedsPS,Dragonseeds,PS,1998.0,Action,Jaleco,0.03,0.02,0.04,0.01,0.1
The Bard's TaleXB,The Bard's Tale,XB,2004.0,Role-Playing,Ubisoft,0.08,0.02,0.0,0.0,0.1
Nodame CantabileDS,Nodame Cantabile,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
The History Channel: Civil War - Secret MissionsPS3,The History Channel: Civil War - Secret Missions,PS3,2008.0,Shooter,Activision,0.09,0.0,0.0,0.01,0.1
Alien HominidPS2,Alien Hominid,PS2,2004.0,Shooter,Zoo Digital Publishing,0.05,0.04,0.0,0.01,0.1
World Snooker Championship 2007PS3,World Snooker Championship 2007,PS3,2007.0,Sports,Sega,0.0,0.1,0.0,0.0,0.1
L'Aigle de GuerreGBA,L'Aigle de Guerre,GBA,2001.0,Strategy,Nintendo,0.0,0.0,0.1,0.0,0.1
Earth Defense Force 2025.1: The Shadow of New DespairPS4,Earth Defense Force 2025.1: The Shadow of New Despair,PS4,2015.0,Action,D3Publisher,0.0,0.0,0.1,0.0,0.1
Lode Runner 3-DN64,Lode Runner 3-D,N64,1998.0,Action,Infogrames,0.08,0.02,0.0,0.0,0.1
Indy Racing 2000N64,Indy Racing 2000,N64,2000.0,Racing,Infogrames,0.08,0.02,0.0,0.0,0.1
GT64 Championship EditionN64,GT64 Championship Edition,N64,1998.0,Racing,Ocean,0.08,0.02,0.0,0.0,0.1
Milo's Astro LanesN64,Milo's Astro Lanes,N64,1998.0,Sports,Interplay,0.08,0.02,0.0,0.0,0.1
Jeopardy!N64,Jeopardy!,N64,1998.0,Misc,GameTek,0.08,0.02,0.0,0.0,0.1
Disney's Donald Duck: Goin' QuackersN64,Disney's Donald Duck: Goin' Quackers,N64,2000.0,Platform,Ubisoft,0.08,0.02,0.0,0.0,0.1
Aidyn Chronicles: The First MageN64,Aidyn Chronicles: The First Mage,N64,2001.0,Role-Playing,THQ,0.08,0.02,0.0,0.0,0.1
Virtual Pool 64N64,Virtual Pool 64,N64,1998.0,Sports,Crave Entertainment,0.08,0.02,0.0,0.0,0.1
Flying DragonN64,Flying Dragon,N64,1997.0,Fighting,Natsume,0.08,0.02,0.0,0.0,0.1
International Superstar Soccer 64 (weekly JP sales)N64,International Superstar Soccer 64 (weekly JP sales),N64,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.05,0.1
GekidoPS,Gekido,PS,1999.0,Fighting,Infogrames,0.06,0.04,0.0,0.01,0.1
MystDS,Myst,DS,2007.0,Adventure,Midway Games,0.09,0.0,0.0,0.01,0.1
Sword Art Online: Lost SongPS3,Sword Art Online: Lost Song,PS3,2015.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
Disney's The Jungle BookGBA,Disney's The Jungle Book,GBA,2002.0,Platform,Ubisoft,0.07,0.03,0.0,0.0,0.1
Puss in BootsDS,Puss in Boots,DS,2011.0,Action,THQ,0.08,0.01,0.0,0.01,0.1
Tom Clancy's Ghost Recon: PredatorPSP,Tom Clancy's Ghost Recon: Predator,PSP,2010.0,Shooter,Ubisoft,0.07,0.02,0.0,0.02,0.1
Murdered: Soul SuspectX360,Murdered: Soul Suspect,X360,2014.0,Action,Square Enix,0.06,0.03,0.0,0.01,0.1
Army Men World War: Team AssaultPS,Army Men World War: Team Assault,PS,2001.0,Action,3DO,0.06,0.04,0.0,0.01,0.1
Deca Sports DSDS,Deca Sports DS,DS,2009.0,Sports,Hudson Soft,0.07,0.02,0.0,0.01,0.1
nail'dX360,nail'd,X360,2010.0,Racing,Deep Silver,0.08,0.02,0.0,0.01,0.1
Tom Clancy's Splinter CellGBA,Tom Clancy's Splinter Cell,GBA,2003.0,Action,Ubisoft,0.07,0.03,0.0,0.0,0.1
Bullet WitchX360,Bullet Witch,X360,2006.0,Shooter,Atari,0.07,0.01,0.02,0.01,0.1
Spider-Man: Web of ShadowsDS,Spider-Man: Web of Shadows,DS,2008.0,Action,Activision,0.09,0.0,0.0,0.01,0.1
Pinball Hall of Fame: The Williams Collection3DS,Pinball Hall of Fame: The Williams Collection,3DS,2011.0,Misc,Crave Entertainment,0.09,0.0,0.0,0.01,0.1
Rolling Stone: Drum KingWii,Rolling Stone: Drum King,Wii,2009.0,Misc,505 Games,0.09,0.0,0.0,0.01,0.1
NBA Ballers: ReboundPSP,NBA Ballers: Rebound,PSP,2006.0,Sports,Midway Games,0.09,0.0,0.0,0.01,0.1
Marvel vs. Capcom: Clash of Super HeroesDC,Marvel vs. Capcom: Clash of Super Heroes,DC,1999.0,Fighting,Capcom,0.0,0.0,0.1,0.0,0.1
Silent Scope CompleteXB,Silent Scope Complete,XB,2004.0,Shooter,Konami Digital Entertainment,0.07,0.02,0.0,0.0,0.1
King's Field: The Ancient CityPS2,King's Field: The Ancient City,PS2,2001.0,Role-Playing,Metro 3D,0.05,0.04,0.0,0.01,0.1
LEGO Rock RaidersPS,LEGO Rock Raiders,PS,1999.0,Strategy,LEGO Media,0.06,0.04,0.0,0.01,0.1
Ghost in the ShellPS,Ghost in the Shell,PS,1997.0,Simulation,Sony Computer Entertainment,0.06,0.04,0.0,0.01,0.1
Leisure Suit Larry: Box Office BustPS3,Leisure Suit Larry: Box Office Bust,PS3,2009.0,Adventure,Codemasters,0.06,0.03,0.0,0.01,0.1
Attack of the Movies 3DWii,Attack of the Movies 3D,Wii,2010.0,Shooter,Majesco Entertainment,0.09,0.0,0.0,0.01,0.1
Monkey Mischief! Party TimeWii,Monkey Mischief! Party Time,Wii,2008.0,Misc,Activision,0.09,0.0,0.0,0.01,0.1
Evil Dead: Fistfull of BoomstickXB,Evil Dead: Fistfull of Boomstick,XB,2003.0,Action,THQ,0.07,0.02,0.0,0.0,0.1
Tom Clancy's Classic TrilogyXB,Tom Clancy's Classic Trilogy,XB,2004.0,Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.1
Harvest Moon DS Cute (jp sales)DS,Harvest Moon DS Cute (jp sales),DS,2005.0,Simulation,Marvelous Interactive,0.0,0.0,0.1,0.0,0.1
Little League World Series Baseball 2010X360,Little League World Series Baseball 2010,X360,2010.0,Sports,Activision,0.09,0.0,0.0,0.01,0.1
Indigo ProphecyXB,Indigo Prophecy,XB,2005.0,Adventure,Atari,0.07,0.03,0.0,0.0,0.1
Bleach: Dark Souls (JP sales)DS,Bleach: Dark Souls (JP sales),DS,2007.0,Fighting,Sega,0.0,0.0,0.1,0.0,0.1
Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo TrainingDS,Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,DS,2007.0,Misc,Benesse,0.0,0.0,0.1,0.0,0.1
Generator Rex: Agent of Providence3DS,Generator Rex: Agent of Providence,3DS,2011.0,Action,Activision,0.07,0.02,0.0,0.01,0.1
Over the HedgeXB,Over the Hedge,XB,2006.0,Platform,Activision,0.07,0.02,0.0,0.0,0.1
Cabela's North American AdventuresPSP,Cabela's North American Adventures,PSP,2010.0,Sports,Activision,0.09,0.0,0.0,0.01,0.1
World Series of Poker 2008: Battle for the BraceletsPS3,World Series of Poker 2008: Battle for the Bracelets,PS3,2007.0,Misc,Activision,0.08,0.01,0.0,0.01,0.1
SneakersXB,Sneakers,XB,2002.0,Puzzle,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.1
Crime CrackersPS,Crime Crackers,PS,1994.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.09,0.01,0.1
NHL 2K6X360,NHL 2K6,X360,2005.0,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1
SCORE International Baja 1000: The Official GameWii,SCORE International Baja 1000: The Official Game,Wii,2008.0,Racing,Activision,0.09,0.0,0.0,0.01,0.1
Micro Machines V3PS,Micro Machines V3,PS,1997.0,Racing,Codemasters,0.06,0.04,0.0,0.01,0.1
X-Men: DestinyWii,X-Men: Destiny,Wii,2011.0,Action,Activision,0.07,0.02,0.0,0.01,0.1
College Hoops 2K6XB,College Hoops 2K6,XB,2005.0,Sports,Take-Two Interactive,0.07,0.02,0.0,0.0,0.1
ContactDS,Contact,DS,2006.0,Role-Playing,Rising Star Games,0.07,0.0,0.03,0.01,0.1
"Warhammer 40,000: Dawn of War II - Chaos RisingPC","Warhammer 40,000: Dawn of War II - Chaos Rising",PC,2010.0,Strategy,THQ,0.08,0.01,0.0,0.01,0.1
"Sakura Wars 2: Kimi, Shinitamou koto NakareDC","Sakura Wars 2: Kimi, Shinitamou koto Nakare",DC,2000.0,Adventure,Sega,0.0,0.0,0.1,0.0,0.1
Happy Feet TwoDS,Happy Feet Two,DS,,Action,Warner Bros. Interactive Entertainment,0.08,0.01,0.0,0.01,0.1
Idol Janshi Suchie-Pai RemixSAT,Idol Janshi Suchie-Pai Remix,SAT,1995.0,Misc,Jaleco,0.0,0.0,0.1,0.0,0.1
NBA 2K16PC,NBA 2K16,PC,2015.0,Sports,Take-Two Interactive,0.03,0.06,0.0,0.01,0.1
Exhibition Volume 03XB,Exhibition Volume 03,XB,2003.0,Misc,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.1
Fate/hollow ataraxiaPSV,Fate/hollow ataraxia,PSV,2014.0,Adventure,Type-Moon,0.0,0.0,0.1,0.0,0.1
Marvel Super Hero Squad: The Infinity Gauntlet3DS,Marvel Super Hero Squad: The Infinity Gauntlet,3DS,2011.0,Action,THQ,0.07,0.02,0.0,0.01,0.1
Harvey Birdman: Attorney at LawPSP,Harvey Birdman: Attorney at Law,PSP,2008.0,Adventure,Capcom,0.09,0.0,0.0,0.01,0.1
Zero4 Champ RR-ZSNES,Zero4 Champ RR-Z,SNES,1995.0,Racing,Media Rings,0.0,0.0,0.1,0.0,0.1
Initial D: Street StagePSP,Initial D: Street Stage,PSP,2006.0,Racing,Sega,0.0,0.0,0.1,0.0,0.1
Tales of Innocence RPSV,Tales of Innocence R,PSV,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
Harry Potter and the Deathly Hallows - Part 2PC,Harry Potter and the Deathly Hallows - Part 2,PC,2011.0,Action,Electronic Arts,0.05,0.04,0.0,0.01,0.1
Nicktoons: MLBDS,Nicktoons: MLB,DS,2011.0,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1
Tom Clancy's HAWX 2Wii,Tom Clancy's HAWX 2,Wii,2010.0,Action,Ubisoft,0.06,0.03,0.0,0.01,0.1
Predator: Concrete JungleXB,Predator: Concrete Jungle,XB,2005.0,Action,Vivendi Games,0.07,0.02,0.0,0.0,0.1
Lucky * Star: Ryouou Gakuen OutousaiPS2,Lucky * Star: Ryouou Gakuen Outousai,PS2,2008.0,Adventure,Kadokawa Shoten,0.0,0.0,0.1,0.0,0.1
Start the Party! Save the WorldPS3,Start the Party! Save the World,PS3,2011.0,Misc,Sony Computer Entertainment,0.0,0.08,0.0,0.02,0.1
OpoonaWii,Opoona,Wii,2007.0,Role-Playing,Tecmo Koei,0.08,0.0,0.01,0.01,0.1
Big League SportsWii,Big League Sports,Wii,2008.0,Sports,Activision,0.09,0.01,0.0,0.01,0.1
Naruto Shippuden: Gekito Ninja Taisen! EXWii,Naruto Shippuden: Gekito Ninja Taisen! EX,Wii,2007.0,Fighting,Takara Tomy,0.0,0.0,0.1,0.0,0.1
Universal Studios Theme Parks AdventureGC,Universal Studios Theme Parks Adventure,GC,2001.0,Misc,Kemco,0.08,0.02,0.0,0.0,0.1
Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DSDS,Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,DS,2009.0,Misc,Nintendo,0.0,0.0,0.1,0.0,0.1
Steins;GatePSV,Steins;Gate,PSV,2013.0,Adventure,PQube,0.04,0.04,0.0,0.02,0.1
Piglet's Big GamePS2,Piglet's Big Game,PS2,2003.0,Platform,Gotham Games,0.05,0.04,0.0,0.01,0.1
Real Bout Garou DensetsuSAT,Real Bout Garou Densetsu,SAT,1996.0,Fighting,SNK,0.0,0.0,0.1,0.0,0.1
"Prinny 2: Dawn of Operation Panties, Dood!PSP","Prinny 2: Dawn of Operation Panties, Dood!",PSP,2010.0,Platform,Nippon Ichi Software,0.05,0.0,0.03,0.01,0.1
Project FIFA World CupPS2,Project FIFA World Cup,PS2,2002.0,Sports,Electronic Arts,0.0,0.0,0.1,0.0,0.1
Rocky: LegendsXB,Rocky: Legends,XB,2004.0,Action,Ubisoft,0.07,0.02,0.0,0.0,0.1
The BIGS 2PSP,The BIGS 2,PSP,2009.0,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1
Lord of ApocalypsePSP,Lord of Apocalypse,PSP,2011.0,Role-Playing,Square Enix,0.0,0.0,0.1,0.0,0.1
Dora & Kai-Lan's Pet ShelterDS,Dora & Kai-Lan's Pet Shelter,DS,2011.0,Strategy,Take-Two Interactive,0.08,0.01,0.0,0.01,0.1
Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo ZenkouhenGBA,Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,GBA,2004.0,Adventure,Nintendo,0.0,0.0,0.1,0.0,0.1
Nancy Drew: The Model MysteriesDS,Nancy Drew: The Model Mysteries,DS,2010.0,Puzzle,THQ,0.09,0.0,0.0,0.01,0.1
Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - SouDS,Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,DS,2008.0,Adventure,Alchemist,0.0,0.0,0.1,0.0,0.1
Cate West: The Vanishing FilesDS,Cate West: The Vanishing Files,DS,2008.0,Adventure,Oxygen Interactive,0.08,0.01,0.0,0.01,0.1
Star Trek: Shattered UniversePS2,Star Trek: Shattered Universe,PS2,2004.0,Simulation,Global Star,0.05,0.04,0.0,0.01,0.1
Fifi and the FlowertotsDS,Fifi and the Flowertots,DS,2009.0,Misc,Avanquest,0.0,0.09,0.0,0.01,0.1
The Land Before Time: Great Valley Racing AdventurePS,The Land Before Time: Great Valley Racing Adventure,PS,2001.0,Racing,TDK Mediactive,0.05,0.04,0.0,0.01,0.1
System FlawDS,System Flaw,DS,2009.0,Shooter,Enjoy Gaming ltd.,0.09,0.0,0.0,0.01,0.1
Ultra Street Fighter IVPS4,Ultra Street Fighter IV,PS4,2015.0,Fighting,Capcom,0.0,0.08,0.0,0.01,0.1
EVE: ValkyriePS4,EVE: Valkyrie,PS4,2016.0,Shooter,CCP,0.03,0.05,0.0,0.02,0.1
Dragon Ball: EvolutionPSP,Dragon Ball: Evolution,PSP,2009.0,Fighting,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1
The Walking Dead: Season TwoX360,The Walking Dead: Season Two,X360,2014.0,Adventure,Telltale Games,0.04,0.05,0.0,0.01,0.1
The Crew: Wild RunPS4,The Crew: Wild Run,PS4,2015.0,Action,Ubisoft,0.0,0.08,0.0,0.01,0.1
Pajama Sam: Don't Fear The DarkWii,Pajama Sam: Don't Fear The Dark,Wii,2008.0,Adventure,Atari,0.09,0.0,0.0,0.01,0.1
The Walking Dead: Season TwoPSV,The Walking Dead: Season Two,PSV,2014.0,Adventure,Telltale Games,0.07,0.0,0.01,0.02,0.1
MTX MototraxXB,MTX Mototrax,XB,2004.0,Racing,Activision,0.07,0.02,0.0,0.0,0.1
Blast ChamberPS,Blast Chamber,PS,1996.0,Shooter,Activision,0.05,0.04,0.0,0.01,0.1
Championship PonyDS,Championship Pony,DS,2008.0,Simulation,"Destination Software, Inc",0.09,0.0,0.0,0.01,0.1
NASCAR UnleashedPS3,NASCAR Unleashed,PS3,2011.0,Racing,Activision,0.09,0.0,0.0,0.01,0.1
Code:Realize - Sousei no HimegimiPSV,Code:Realize - Sousei no Himegimi,PSV,2014.0,Adventure,Idea Factory,0.05,0.0,0.03,0.02,0.1
Natural DoctrinePS4,Natural Doctrine,PS4,2014.0,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1
NeverDeadX360,NeverDead,X360,2012.0,Shooter,Konami Digital Entertainment,0.06,0.03,0.0,0.01,0.1
EyeToy: Operation SpyPS2,EyeToy: Operation Spy,PS2,2005.0,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1
MotoGP 07PS2,MotoGP 07,PS2,2007.0,Racing,Capcom,0.05,0.04,0.0,0.01,0.1
Blades of TimePS3,Blades of Time,PS3,2012.0,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01,0.1
Disney Sing It! High School Musical 3: Senior YearX360,Disney Sing It! High School Musical 3: Senior Year,X360,2009.0,Misc,Disney Interactive Studios,0.09,0.0,0.0,0.01,0.1
Thor: God of Thunder3DS,Thor: God of Thunder,3DS,2011.0,Action,Sega,0.06,0.03,0.0,0.01,0.1
Option Tuning Car BattlePS,Option Tuning Car Battle,PS,1998.0,Racing,MTO,0.0,0.0,0.09,0.01,0.1
Ridge Racer 2PSP,Ridge Racer 2,PSP,2006.0,Racing,Sony Computer Entertainment,0.0,0.02,0.07,0.01,0.1
Pro Evolution Soccer 2016X360,Pro Evolution Soccer 2016,X360,2015.0,Sports,Konami Digital Entertainment,0.04,0.05,0.0,0.01,0.1
Derby Jockey 2SNES,Derby Jockey 2,SNES,1995.0,Sports,Asmik Corp,0.0,0.0,0.1,0.0,0.1
Cubic Ninja3DS,Cubic Ninja,3DS,2011.0,Platform,Ubisoft,0.05,0.04,0.0,0.01,0.1
Famicom Mini: MappyGBA,Famicom Mini: Mappy,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.09,0.0,0.1
Ben 10 Galactic RacingX360,Ben 10 Galactic Racing,X360,2011.0,Racing,D3Publisher,0.07,0.02,0.0,0.01,0.1
Reign of FireXB,Reign of Fire,XB,2002.0,Shooter,BAM! Entertainment,0.07,0.02,0.0,0.0,0.1
Descent MaximumPS,Descent Maximum,PS,1997.0,Shooter,Interplay Productions,0.05,0.04,0.0,0.01,0.1
F1 2014PC,F1 2014,PC,2014.0,Racing,Codemasters,0.0,0.09,0.0,0.01,0.1
King of Clubs: Mini GolfWii,King of Clubs: Mini Golf,Wii,2008.0,Sports,Oxygen Interactive,0.09,0.0,0.0,0.01,0.1
Harvest Moon: Frantic FarmingDS,Harvest Moon: Frantic Farming,DS,2009.0,Puzzle,Rising Star Games,0.08,0.0,0.0,0.01,0.1
Angry Birds Star WarsWiiU,Angry Birds Star Wars,WiiU,2013.0,Strategy,Activision,0.05,0.04,0.0,0.01,0.1
Petz Hamsterz SuperstarzDS,Petz Hamsterz Superstarz,DS,2009.0,Simulation,Ubisoft,0.09,0.0,0.0,0.01,0.1
Blue Dragon: Awakened ShadowDS,Blue Dragon: Awakened Shadow,DS,2009.0,Role-Playing,Namco Bandai Games,0.06,0.0,0.03,0.0,0.1
Star Wars: Lethal AllianceDS,Star Wars: Lethal Alliance,DS,2006.0,Action,Ubisoft,0.08,0.01,0.0,0.01,0.1
Shining Force EXAPS2,Shining Force EXA,PS2,2007.0,Role-Playing,Sega,0.0,0.0,0.1,0.0,0.1
Virtual Pro WrestlingPS,Virtual Pro Wrestling,PS,1996.0,Fighting,Asmik Ace Entertainment,0.0,0.0,0.09,0.01,0.1
Rapala Pro Bass Fishing 2010DS,Rapala Pro Bass Fishing 2010,DS,2010.0,Sports,Activision,0.09,0.0,0.0,0.01,0.1
